Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
View Movie Info,,View random movie info from the listing,,2023-11-17 10:35:47,2023-11-17 10:35:49,1.552s,FAILED
,,,,,,,
Test Cases/View Movie Info/TC_CinemaApp_ML_VI_01,,View Info,,2023-11-17 10:35:49,2023-11-17 10:35:49,0.055s,FAILED
"startApplication(""C:\Users\REG-LPT-173\Downloads\movie-app-release\movie-app-release.apk"", true)",,View Movie Listings,,2023-11-17 10:35:49,2023-11-17 10:35:49,0.020s,FAILED
